Key,English,Traditional Chinese,Thai,Vietnamese,Indonesia,Brazilian Portuguese,Spanish,Russian,French,German,Turkish,Hindi,Romanian,Arabic,Burmese,Urdu,Bengali
ABILITY_UP_NAME,MISSILE,導彈,ขีปนาวุธ,BAY LÊN NÀO,PELURU KENDALI,MÍSSIL,MISIL,Ракета,MISSILE,RAKETE,FÜZE,मिसाइल,Rachetă,صاروخ,ဒုံးပျံ,میزائل,ক্ষেপণাস্ত্র
ABILITY_UP_DES,"After using ability, the ball will move up to the sky before move to target",使用技能後，球會在移動到目標之前向天空飛去,หลังจากใช้ความสามารถลูกบอลจะเลื่อนขึ้นไปบนท้องฟ้าก่อนที่จะย้ายไปยังเป้าหมาย,Đánh quả bóng lên trời trước khi nó đuổi theo kẻ khác,"Setelah menggunakan kemampuan, bola akan bergerak ke atas ke langit sebelum pindah ke target","Após o uso da habilidade, a bola vai subir para o céu antes de se mover para o alvo","Después de usar la habilidad, la pelota se moverá hacia el cielo antes de moverse a Target","После использования способности мяч будет подняться к небу, прежде чем перейти к цели","Après avoir utilisé la capacité, la balle se déplacera vers le ciel avant de se déplacer vers la cible","Nach dem Einsatz von Fähigkeiten bewegt sich der Ball vor dem Ziel zum Himmel, bevor sie sich zum Ziel bewegen","Yeteneği kullandıktan sonra top, hedefe geçmeden önce gökyüzüne doğru hareket edecek","क्षमता का उपयोग करने के बाद, गेंद लक्ष्य के लिए कदम रखने से पहले आकाश की ओर बढ़ेगी","După utilizarea capacității, mingea se va deplasa spre cer înainte de a se deplasa la țintă",بعد استخدام القدرة ، ستنتقل الكرة إلى السماء قبل الانتقال إلى الهدف,စွမ်းရည်ကိုအသုံးပြုပြီးနောက်ဘောလုံးသည်ပစ်မှတ်သို့မပြောင်းမီဘောလုံးသည်ကောင်းကင်သို့တက်လိမ့်မည်,قابلیت کو استعمال کرنے کے بعد ، ہدف پر جانے سے پہلے گیند آسمان کی طرف بڑھے گی,"ক্ষমতা ব্যবহারের পরে, বলটি লক্ষ্যবস্তুতে সরানোর আগে আকাশে উঠে যাবে"
ABILITY_SHADOW_WALK_NAME,SHADOW WALK,影子行走,Shadow Walk,TỐC ĐỘ,Bayangan berjalan,Shadow Walk,Caminata por la sombra,Тень Прогулка,Promenade de l'ombre,Schattenspaziergang,Gölge Yürüyüşü,छाया,Umbră plimbare,المشي الظل,အရိပ်လမ်းလျှောက်,شیڈو واک,ছায়া হাঁটা
ABILITY_SHADOW_WALK_DES,Using ability allows you to move incredibly quickly,使用技能讓你能夠以令人難以置信的速度移動,การใช้ความสามารถช่วยให้คุณเคลื่อนไหวได้อย่างรวดเร็ว,Sử dụng kỹ năng cho phép di chuyển nhanh chóng mặt,Menggunakan kemampuan memungkinkan Anda untuk bergerak dengan sangat cepat,Usar a habilidade permite que você se mova incrivelmente rapidamente,Usar la habilidad te permite moverte increíblemente rápido,Использование способности позволяет вам невероятно быстро двигаться,L'utilisation de la capacité vous permet de vous déplacer incroyablement rapidement,Mit der Nutzung der Fähigkeit können Sie sich unglaublich schnell bewegen,"Yetenek kullanmak, inanılmaz derecede hızlı hareket etmenizi sağlar",क्षमता का उपयोग करने से आप अविश्वसनीय रूप से जल्दी से आगे बढ़ सकते हैं,Folosirea capacității vă permite să vă deplasați incredibil de repede,يتيح لك استخدام القدرة التحرك بسرعة لا تصدق,စွမ်းရည်ကိုအသုံးပြုခြင်းသည်သင်မယုံနိုင်လောက်အောင်လျင်မြန်စွာရွေ့လျားရန်ခွင့်ပြုသည်,قابلیت کا استعمال آپ کو ناقابل یقین حد تک تیزی سے منتقل کرنے کی اجازت دیتا ہے,ক্ষমতা ব্যবহার আপনাকে অবিশ্বাস্যভাবে দ্রুত সরাতে দেয়
ABILITY_BIG_BALL_NAME,BIG BALL,大球,ลูกใหญ่,KHỔNG LỒ HÓA,Menggunakan kemampuan memungkinkan Anda untuk bergerak dengan sangat cepat,Usar a habilidade permite que você se mova incrivelmente rapidamente,Usar la habilidad te permite moverte increíblemente rápido,Использование способности позволяет вам невероятно быстро двигаться,L'utilisation de la capacité vous permet de vous déplacer incroyablement rapidement,Mit der Nutzung der Fähigkeit können Sie sich unglaublich schnell bewegen,"Yetenek kullanmak, inanılmaz derecede hızlı hareket etmenizi sağlar",क्षमता का उपयोग करने से आप अविश्वसनीय रूप से जल्दी से आगे बढ़ सकते हैं,Folosirea capacității vă permite să vă deplasați incredibil de repede,يتيح لك استخدام القدرة التحرك بسرعة لا تصدق,စွမ်းရည်ကိုအသုံးပြုခြင်းသည်သင်မယုံနိုင်လောက်အောင်လျင်မြန်စွာရွေ့လျားရန်ခွင့်ပြုသည်,قابلیت کا استعمال آپ کو ناقابل یقین حد تک تیزی سے منتقل کرنے کی اجازت دیتا ہے,ক্ষমতা ব্যবহার আপনাকে অবিশ্বাস্যভাবে দ্রুত সরাতে দেয়
ABILITY_BIG_BALL_DES,"Hit the big ball toward enemy, the ball now dealt 200 damage",將大球打向敵人，該球現在造成 200 點傷害,ตีลูกบอลขนาดใหญ่ไปยังศัตรูตอนนี้ลูกบอลสร้างความเสียหาย 200 ลูก,Đánh một quả bóng to về hướng đối phương gây 200 sát thương,"Pukul bola besar menuju musuh, bola sekarang mengalami 200 kerusakan","Bata na grande bola em direção ao inimigo, a bola agora causou 200 danos","Golpea la gran pelota hacia el enemigo, la pelota ahora causó 200 daños","Ударить большой мяч по отношению к врагу, мяч теперь нанесла 200 повреждений","Frappez la grosse balle vers l'ennemi, le ballon a maintenant infligé 200 dégâts","Schlagen Sie den großen Ball auf den Feind zu, der Ball hat jetzt 200 Schaden angerichtet","Büyük topa düşmana doğru vur, top şimdi 200 hasar verdi","दुश्मन की ओर बड़ी गेंद को मारो, गेंद अब 200 क्षति से निपटती है","A lovit mingea mare spre inamic, mingea a suferit acum 200 de daune",ضرب الكرة الكبيرة نحو العدو ، تعرضت الكرة الآن 200 ضرر,"ဘောလုံးကိုရန်သူဆီသို့ဆွဲဆောင်ပါ, ဘောလုံးသည်ယခုအခါပျက်စီးမှု 200 ကိုကိုင်တွယ်သည်",بڑی گیند کو دشمن کی طرف مارو ، گیند نے اب 200 کو پہنچنے والے نقصان سے نمٹا,"শত্রুর দিকে বড় বলটি হিট করুন, বলটি এখন 200 টি ক্ষতি করেছে"
ABILITY_MULTIPLE_NAME,MULTIPLE,多重,หลายรายการ,PHÂN BÀO,Banyak,MÚLTIPLO,MÚLTIPLE,НЕСКОЛЬКО,PLUSIEURS,MEHRERE,Çoklu,एकाधिक,MULTIPLU,عديد,အပိုင်းများစွာရှိသော,ایک سے زیادہ,একাধিক
ABILITY_MULTIPLE_DES,Spawn 1 more ball,生成 1 顆額外的球,วางไข่อีก 1 ลูก,Tạo thêm một quả bóng ,Spawn 1 bola lagi,Gerar mais 1 bola,Engendrar 1 pelota más,Спон еще 1 мяч,Spawn 1 balle de plus,Laiche 1 mehr Ball,SPAWN 1 Ball Daha Fazla,स्पॉन 1 और गेंद,Spawn încă o minge,تفرخ 1 كرة أخرى,1 ပိုပြီးဘောလုံးကို spawn,اسپون 1 مزید گیند,আরও 1 টি বল স্প্যান
ABILITY_RECOVERY_NAME,RECOVERY,恢復,การกู้คืน,HỒI MÁU,PEMULIHAN,RECUPERAÇÃO,RECUPERACIÓN,ВОССТАНОВЛЕНИЕ,RÉCUPÉRATION,ERHOLUNG,İYİLEŞMEK,वसूली,RECUPERARE,استعادة,ပြန်. ရယူမှု,بازیابی,পুনরুদ্ধার
ABILITY_RECOVERY_DES,Recover 100HP,恢復 100 點生命值,กู้คืน 100hp,Hồi 100 máu,Pulih 100hp,Recupere 100hp,Recuperar 100hp,Восстановить 100 л.с.,Récupérer 100 ch,100 PS erholen,100hp kurtar,100hp पुनर्प्राप्त करें,Recuperați 100 CP,استرداد 100HP,100hp recover,100hp بازیافت کریں,100HP পুনরুদ্ধার করুন
HUD_ABILITY_PAGE_DESC,Unlock ability so that it can be appeared in random page,解鎖技能，使其能夠在隨機頁面中出現,ความสามารถในการปลดล็อกเพื่อให้สามารถปรากฏในหน้าสุ่ม,Mở khóa kỹ năng để có cơ hội xuất hiện ngẫu nhiên,Buka kunci kemampuan sehingga dapat muncul di halaman acak,Capacidade de desbloqueio para que possa ser apareceu em página aleatória,Desbloquea la capacidad para que pueda aparecer en la página aleatoria,"Разблокировать способность, чтобы ее можно было появиться на случайной странице",Déverrouiller la capacité afin qu'elle puisse être apparue dans une page aléatoire,"Die Fähigkeit freischalten, damit es auf zufälliger Seite erscheinen kann",Rastgele sayfada görünmesi için yeteneği açma yeteneği,क्षमता अनलॉक करें ताकि यह यादृच्छिक पृष्ठ में दिखाई दिया जा सके,"Deblocați abilitatea, astfel încât să poată fi apărut în pagina aleatorie",فتح القدرة بحيث يمكن الظهور في صفحة عشوائية,၎င်းကိုကျပန်းစာမျက်နှာတွင်ပေါ်လာနိုင်အောင်စွမ်းရည်ကိုသော့ဖွင့်ပါ,انلاک قابلیت کو تاکہ یہ بے ترتیب صفحے میں ظاہر ہوسکے,ক্ষমতা আনলক করুন যাতে এটি এলোমেলো পৃষ্ঠায় উপস্থিত হতে পারে
HUD_WEAPON_PAGE_DESC,Get cool weapon,獲得酷炫武器,รับอาวุธเย็น ๆ,Chọn vũ khí thật ngầu,Dapatkan senjata keren,Obtenha uma arma legal,Obtener un arma genial,Получите крутое оружие,Obtenez une arme cool,Holen Sie sich coole Waffe,Havalı Silah Alın,शांत हथियार प्राप्त करें,Ia armă rece,احصل على سلاح رائع,အေးမြသောလက်နက်ရယူပါ,ٹھنڈا ہتھیار حاصل کریں,শীতল অস্ত্র পান
TUT_DESC_1,The red ball means it is targeting you,紅球表示它正在追踪你,ลูกบอลสีแดงหมายความว่ามันกำหนดเป้าหมายคุณ,Khi quả bóng màu đỏ có nghĩa là nó đang nhắm vào bạn,Bola merah berarti menargetkan Anda,A bola vermelha significa que está mirando em você,La bola roja significa que te está dirigiendo,"Красный мяч означает, что он нацелен на вас",La boule rouge signifie qu'elle vous cible,"Der rote Ball bedeutet, dass er sich an Sie abzielt",Kırmızı top sizi hedeflediği anlamına gelir,लाल गेंद का मतलब है कि यह आपको निशाना बना रहा है,Mingea roșie înseamnă că te vizează,الكرة الحمراء تعني أنها تستهدفك,အနီရောင်ဘောလုံးကိုဆိုလိုသည်မှာသင့်ကိုပစ်မှတ်ထားခြင်းဖြစ်သည်,سرخ گیند کا مطلب ہے کہ وہ آپ کو نشانہ بنا رہا ہے,লাল বল মানে এটি আপনাকে লক্ষ্য করছে
TUT_DESC_2,Hit the ball when it is close to you,在球靠近時擊打球,ตีลูกเมื่อมันอยู่ใกล้คุณ,Đánh quả bóng khi nó ở gần,Pukul bola saat dekat dengan Anda,Bata na bola quando estiver perto de você,Golpea la pelota cuando está cerca de ti,"Удар по мячу, когда он рядом с тобой",Frapper le ballon quand il est proche de toi,"Schlagen Sie den Ball, wenn er in Ihrer Nähe ist",Sana yakın olduğunda topa vur,गेंद को मारो जब यह आपके करीब हो,Lovește mingea când este aproape de tine,اضغط على الكرة عندما تكون قريبة منك,သင်နှင့်နီးစပ်သောအခါဘောလုံးကိုနှိပ်ပါ,جب آپ کے قریب ہوں گی تو گیند کو ماریں,আপনার কাছাকাছি থাকলে বলটি হিট করুন
EQUIP,Equip,裝備,ติดตั้ง,Trang bị,Melengkapi,Equipar,Equipar,Оборудовать,Équiper,Ausrüsten,Donatmak,लैस,Echipează,تجهيز,တပ်ဆင်ပေး,لیس کرنے کی,সজ্জিত
UNLOCK,Unlock,解鎖,ปลดล็อค,Mở khóa,Membuka kunci,Desbloquear,desbloquear,Разблокировать,Ouvrir,Freischalten,Kilidini aç,अनलॉक,Deblocare,الغاء القفل,သော့ဖွင့်,غیر مقفل,আনলক করুন
HUD_TAP_ANY,Tap anywhere to close,點擊任意位置以關閉,แตะทุกที่เพื่อปิด,Chạm vào điểm bất kỳ để đóng,Ketuk di mana saja untuk ditutup,Toque em qualquer lugar para fechar,Toque en cualquier lugar para cerrar,"Нажмите где угодно, чтобы закрыть",Appuyez sur n'importe où pour fermer,"Tippen Sie an irgendwohin, um zu schließen",Kapatmak için herhangi bir yere dokunun,बंद करने के लिए कहीं भी टैप करें,Atingeți oriunde pentru a închide,اضغط على أي مكان للإغلاق,ပိတ်ရန်နေရာတိုင်းတွင်မဆိုအသာပုတ်ပါ,بند ہونے کے لئے کہیں بھی تھپتھپائیں,বন্ধ করতে যে কোনও জায়গায় আলতো চাপুন
ABILITY,Ability,技能,ความสามารถ,Kỹ năng,Kemampuan,Habilidade,Capacidad,Способность,Capacité,Fähigkeit,Yetenek,क्षमता,Capacitate,قدرة,စွမ်းအား,قابلیت,ক্ষমতা
WEAPON,Weapon,武器,อาวุธ,Vũ khí,Senjata,Arma,Arma,Оружие,Arme,Waffe,Silah,हथियार,Armă,سلاح,လက်နက်,ہتھیار,অস্ত্র
EQUIPPED,Equipped,已裝備,มีอุปกรณ์ครบครัน,Đã trang bị,Lengkap,Equipado,Equipado,Оснащен,Équipé,Ausgestattet,Donanımlı,लैस,Echipat,مسلح,တပ်ဆင်ထားသည်,لیس,সজ্জিত
RANKING_BOARD_NAME,Ranking board,排行榜,คณะกรรมการจัดอันดับ,BẢNG XẾP HẠNG TỔNG,Dewan Peringkat,Placa de classificação,Tablero de clasificación,Рейтинговая доска,Tableau de classement,Rangliste,Sıralama tahtası,रैंकिंग बोर्ड,Consiliul de clasare,مجلس التصنيف,အဆင့်သတ်မှတ်ချက်,رینکنگ بورڈ,র‌্যাঙ্কিং বোর্ড
RANK,Rank,排名,จัดอันดับ,Hạng,Pangkat,Classificação,Rango,Классифицировать,Rang,Rang,Rütbe,पद,Rang,رتبة,အဆင့်,درجہ,র‌্যাঙ্ক
NAME,Name,名稱,ชื่อ,Tên,Nama,Nome,Nombre,Имя,Nom,Name,İsim,नाम,Nume,اسم,နံမယ်,نام,নাম
WIN,Wins,勝利次數,ชนะ,Trận thắng,Menang,Vence,Victorias,Побед,Victoires,Gewinnt,Kazanır,जीत,Câștigă,يفوز,ဝိုင်,جیت,জয়
MATCH_PLACEMENT,Match placement,比賽名次,จับคู่ตำแหน่ง,Xếp hạng trong trận,Pencocokan penempatan,Colocação de correspondência,Colocación de partidos,Матч размещение,Placement de correspondance,Übereinstimmung der Platzierung,Maç Yerleştirme,मैच प्लेसमेंट,Plasarea meciului,وضع المباراة,ပွဲစဉ်နေရာချထား,میچ پلیسمنٹ,ম্যাচ প্লেসমেন্ট
WAITING_NEXT_ROUND,Waiting for next round...,等待下一輪...,รอรอบถัดไป ...,Chờ vòng đấu tiếp theo..,Menunggu putaran berikutnya ...,Esperando pela próxima rodada ...,Esperando la próxima ronda ...,В ожидании следующего раунда ...,En attente du prochain tour ...,Warten auf die nächste Runde ...,Bir sonraki turu bekliyorum ...,अगले दौर की प्रतीक्षा में ...,Așteptând runda următoare ...,في انتظار الجولة التالية ...,လာမယ့်ပတ်ပတ်လည်စောင့်ဆိုင်း ...,اگلے دور کا انتظار کر رہا ہے ...,পরের রাউন্ডের জন্য অপেক্ষা করছি ...
NEED_UNLOCK_PREV,Unlock prior ability,解鎖前置技能,ปลดล็อกความสามารถก่อน,Mở kỹ năng trước đó,Buka Kunci Kemampuan sebelumnya,Desbloquear habilidade anterior,Desbloquear la capacidad anterior,Разблокировать предыдущие способности,Déverrouiller la capacité antérieure,Vorherige Fähigkeit freischalten,Önceki yeteneğin kilidini aç,पूर्व क्षमता अनलॉक करें,Deblocați abilitatea anterioară,فتح القدرة المسبقة,ကြိုတင်စွမ်းရည်ကိုသော့ဖွင့်ပါ,پیشگی قابلیت کو غیر مقفل کریں,পূর্বের ক্ষমতা আনলক করুন
ABILITY_BLINDBALL_NAME,BLIND BALL,失明球,ลูกตาบอด,GÂY MÙ,Bola buta,Bola cega,Bola ciega,Слепой мяч,Boule aveugle,Blindkugel,Kör top,ब्लाइंड बॉल,Minge oarbă,كرة أعمى,မျက်စိကန်းသောဘောလုံး,بلائنڈ بال,অন্ধ বল
ABILITY_BLINDBALL_DESC,Create the ball to make the next target be blind for a while.,創造球使下一個目標在一段時間內失明。,สร้างลูกบอลเพื่อให้เป้าหมายต่อไปเป็นคนตาบอดสักพัก,Đánh một quả bóng hướng về đối phương gây mù tạm thời,Buat bola untuk membuat target berikutnya menjadi buta untuk sementara waktu.,Crie a bola para tornar o próximo alvo cego por um tempo.,Cree la pelota para que el próximo objetivo sea ciego por un tiempo.,"Создайте мяч, чтобы на некоторое время была слепым.",Créez le ballon pour rendre la prochaine cible aveugle pendant un certain temps.,"Erstellen Sie den Ball, um das nächste Ziel für eine Weile blind zu machen.",Bir sonraki hedefin bir süre kör olmasını sağlamak için topu oluşturun.,अगले लक्ष्य को थोड़ी देर के लिए अंधा बनाने के लिए गेंद बनाएं।,Creați mingea pentru a face următoarea țintă să fie orbă pentru o perioadă.,إنشاء الكرة لجعل الهدف التالي يكون أعمى لفترة من الوقت.,လာမယ့်ပစ်မှတ်ခဏမျက်စိကန်းစေဖို့ဘောလုံးကိုဖန်တီးပါ။,اگلے ہدف کو تھوڑی دیر کے لئے اندھا بنانے کے لئے گیند بنائیں۔,পরবর্তী লক্ষ্যটিকে কিছুক্ষণ অন্ধ করার জন্য বলটি তৈরি করুন।
ABILITY_STUNBALL_NAME,STUN BALL,眩暈球,ลูกสตัน,BÓNG TRÓI,Bola setrum,Bola de atordoamento,Bola aturdida,Огромный мяч,Bouledonner,Betäubungskugel,Sersemletmek,स्टन बॉल,Bilă stun,كرة الصاعقة,Ball Ball,اسٹن بال,স্টান বল
ABILITY_STUNBALL_DESC,Create the ball to make the next target be stunned for a while,創造球使下一個目標在一段時間內眩暈,สร้างลูกบอลเพื่อให้เป้าหมายต่อไปตกตะลึงสักพัก,Đánh một quả bóng hướng về đối phương trói chân tạm thời,Membuat bola untuk membuat target berikutnya terpana untuk sementara waktu,Crie a bola para fazer o próximo alvo ficar atordoado por um tempo,Crea la pelota para que el próximo objetivo se aturdirá por un tiempo,"Создайте мяч, чтобы на некоторое время ошеломила следующую цель",Créez le ballon pour que la prochaine cible soit stupéfaite pendant un certain temps,"Erstellen Sie den Ball, damit das nächste Ziel für eine Weile fassungslos ist",Bir sonraki hedefin bir süre sersemlemesi için topu oluşturun,अगला लक्ष्य बनाने के लिए गेंद को थोड़ी देर के लिए दंग बनाएं,Creați mingea pentru ca următoarea țintă să fie uimită o perioadă,قم بإنشاء الكرة لجعل الهدف التالي مذهولًا لفترة من الوقت,နောက်ပစ်မှတ်ကိုခဏတာအံ့အားသင့်စေရန်ဘောလုံးကိုဖန်တီးပါ,اگلے ہدف کو تھوڑی دیر کے لئے دنگ رہنے کے ل the گیند بنائیں,পরবর্তী লক্ষ্যটি কিছুক্ষণ স্তব্ধ হয়ে যাওয়ার জন্য বলটি তৈরি করুন
ABILITY_SMALLBALL_NAME,SMALL BALL,小球,ลูกเล็ก,BÓNG BÉ XÍU,Bola kecil,BOLA PEQUENA,Bola pequeña,МАЛЕНЬКИЙ ШАРИК,PETITE BALLE,KLEINER BALL,KÜÇÜK TOP,छोटी सी गेंद,MINGE MICĂ,كرة صغيرة,ဘောလုံးငယ်,چھوٹی گیند,ছোট বল
ABILITY_SMALLBALL_DESC,"Hit the small ball toward enemy, the ball now dealt 200 damage",將小球打向敵人，該球現在造成 200 點傷害,ตีลูกบอลเล็ก ๆ ไปยังศัตรูตอนนี้ลูกบอลสร้างความเสียหาย 200 ลูก,Đánh một quả bóng nhỏ về hướng đối phương gây 200 sát thương,"Pukul bola kecil ke arah musuh, bola sekarang mengalami 200 kerusakan","Bata na pequena bola em direção ao inimigo, a bola agora causou 200 danos","Golpea la pequeña pelota hacia el enemigo, la pelota ahora causó 200 daños","Ударить маленький мяч по отношению к врагу, мяч теперь нанесла 200 повреждений","Frappez la petite balle vers l'ennemi, le ballon a maintenant infligé 200 dégâts","Schlagen Sie den kleinen Ball auf den Feind zu, der Ball hat jetzt 200 Schaden angerichtet","Küçük topa düşmana doğru vur, top şimdi 200 hasar verdi","दुश्मन की ओर छोटी गेंद को मारो, गेंद अब 200 क्षति से निपटती है","Loveste mingea mică spre inamic, mingea a suferit acum 200 de daune",ضرب الكرة الصغيرة نحو العدو ، تعرضت الكرة الآن 200 ضرر,ဘောလုံးကိုရန်သူအနေဖြင့်ဘောလုံးကိုနှိပ်ပါ။,چھوٹی گیند کو دشمن کی طرف مارو ، گیند نے اب 200 کو پہنچنے والے نقصان سے نمٹا,"শত্রুর দিকে ছোট বলটি আঘাত করুন, বলটি এখন 200 টি ক্ষতি করেছে"
ABILITY_SWAP_NAME,SWAP,交換,แลกเปลี่ยน,HOÁN ĐỔi,MENUKAR,TROCAR,INTERCAMBIO,МЕНЯТЬ,ÉCHANGER,TAUSCHEN,TAKAS,बदलना,Swap,تبديل,လဲလှယ်,تبادلہ,অদলবদল
